EntityId,Name,Type,AlsoKnownAs,WDId,WDUrl,WDDescription,WDSource
W92oF7U89,chairperson of the Zondo Commission,POSITION,,,,,
w1E6eK2sB,Zuma's presidency,GPE,,,,,
ONqDTLGyr,Justice,OCCUPATION,,,,,
CgYGEIN2C,President's desk,POSITION,,,,,
cWnVVIO8n,The Sowetan,PUBLICATION,,,,,
znYQMIBdc,plot to assassinate,EVENT,,,,,
mSIKMecGm,Opinions Weekly,PUBLICATION,,,,,
IDnDRzMrC,South Africa was plundered,EVENT,,,,,
fgCpPD0DL,Nkandla investigation,EVENT,,,,,
QJB6hAKx2,criminal prosecutions,OCCUPATION,,,,,
EBGOGRasO,Zuma's conduct at the commission,EVENT,,,,,
xGf6eaNAp,Mogoeng Mogeng,PERSON,,,,,
6lA7yUbca,Leonie Theron,PERSON,,,,,
93EmglCps,Zuma shenanigans,EVENT,,,,,
G7jcLGR7O,Jacob Zuma's,ORG,,,,,
AIy8P49zg,political conspiracy,EVENT,,,,,
EKaS9wzzv,political office,POSITION,,,,,
DAU1NJhJV,ANC chairman,POSITION,,,,,
i2Zchu2tm,Department of Political Sciences,ORG,,,,,
RndFUvKi6,University of South Africa,ORG,"{'unisa.ac.za', 'UNISA'}",Q677993,https://www.wikidata.org/entity/Q677993,South-African university (Pretoria),PyWikibot
cmtDww05G,Glen Goosen,PERSON,,,,,
WaZew8EgR,South African Truth and Reconciliation Commission,ORG,,,,,
vvWr0eOvs,Nepal,ORG,"{'🇳🇵', 'NPL', 'NEP', 'NP', 'Federal Democratic Republic of Nepal'}",Q837,https://www.wikidata.org/entity/Q837,country in South Asia,PyWikibot
2uGGMym1Y,apartheid era,GPE,,,,,
38fheaGyN,Human Rights lawyer,OCCUPATION,,,,,
Hcru1hZHr,Human Rights,OCCUPATION,,,,,
gjxloIlQv,South African Truth and Reconciliation Commission,EVENT,,,,,
sw8jyte1h,Carlos Amato,PERSON,,,,,
ATn3C3N4g,Terence Corrigan,PERSON,,,,,
KGlyzrWYN,Institute of Race Relations,ORG,{'IRR'},Q6040807,https://www.wikidata.org/entity/Q6040807,organization,OpenTapioca
yWoeqe0PJ,Chief Justice Zondo,POSITION,,,,,
mCI5xRYuH,Sakina Kamwendo,PERSON,,,,,
N65oCsdJc,Pauli van Wyk,PERSON,,,,,
iGKT1jzq9,process and procedure,OCCUPATION,,,,,
o6Ts4LKGi,-David Gant,PERSON,,,,,
VZVXY8vqd,Kenilworth,GPE,,,,,
t7KNnLexr,Zuma's attack on courts,EVENT,,,,,
2b8W4XUnV,Andile Lungisa,PERSON,,Q91342451,https://www.wikidata.org/entity/Q91342451,South African politician,OpenTapioca
UFGaXvo2C,Nelson Mandela Bay councillor,POSITION,,,,,
DZ8dCCviM,South African State,GPE,,,,,
zUDY9HoJR,Ivor Chipkin,PERSON,,,,,
xS1gV55vy,Government and Public Policy Think Tank,ORG,,,,,
ARa4hNx7T,Ismail Mahomed,PERSON,,,,,
AOauqJrXy,Scent of a Woman,EVENT,,,,,
bmGRUhE7D,Al Pacino,PERSON,{'Alfredo James Pacino'},Q41163,https://www.wikidata.org/entity/Q41163,American actor (born 1940),OpenTapioca
LpDvkICFF,Chris O'Donnell,PERSON,,,,,
DrfYCr6P2,maim the department of water and sanitation,EVENT,,,,,
648vqlsUH,John Perlman,PERSON,,,,,
2mRAW7FWQ,Khaya FM,ORG,,,,,
lcDAarn75,coming election,EVENT,,,,,
pmVrrpchZ,political party,PERSON,,,,,
d4Do7LHtH,political interests,OCCUPATION,,,,,
DUVwFB7jk,state capture corruption in South Africa,EVENT,,,,,
uBwihmcUD,Chris Oxtoby,PERSON,,,,,
VoeZQEzgh,Judges Matter,OCCUPATION,,,,,
Lh5DJ13Jp,South Africa's courts,ORG,,,,,
t5y5UnzWa,Chief Justice position,ORG,,,,,
oMFiqI2wf,Nomachule Mngoma,PERSON,,,,,
9162T6Luf,ANC leaders,ORG,,,,,
XZDG00BQd,his predecessor had caused,PERSON,,,,,
76iXen334,Klipspruit,GPE,,,,,
2cllheMUr,highest office of this land,POSITION,,,,,
yuUPVB0OJ,Winnie Madikizela-Mandela,PERSON,"{'Winnie Mandela', 'Winnie', 'Nomzamo Winfreda Madikizela', 'Nomzamo Winfred Madikizela-Mandela', 'Nomzamo Winfreda Zanyiwe Madikizela'}",Q239062,https://www.wikidata.org/entity/Q239062,South African activist and politician (1936-2018),PyWikibot
HPYQz49zE,Nathaniel Lee,PERSON,,,,,
5qpg6d9VE,President Ramaphosa,ORG,,,,,
4p3KOnMGr,Saxonwold Shebeen,FAC,,,,,
VKx1QHXNo,Duduzile Sambudla-Zuma,PERSON,,,,,
1VTGK46L6,Zuma's corruption trial,ORG,,,,,
lVU1FPNZn,Mzwanele Manyi,ORG,,,,,
zsVR4SUGS,disinformation,OCCUPATION,,,,,
pDI9v2Gn9,lying,OCCUPATION,,,,,
JnjenYZHb,Siboniso Duma,PERSON,,Q113297382,https://www.wikidata.org/entity/Q113297382,South African politician,OpenTapioca
2IHgbnuSc,law-enforcement agencies,OCCUPATION,,,,,
ExDau5QQE,CEO of Eskom,POSITION,,,,,
w3Ic9wBEx,Public Finance Management Act,ORG,,,,,
aR3bzVqvE,State Capture and Covid-19,EVENT,,,,,
ymV7PFDDG,Mzanzi,GPE,,,,,
0CxSuK88Z,Bonang Mohale,PERSON,,,,,
bnIjD2TfP,Pali Lehohla,PERSON,,,,,
AZR3WcX6v,statistician general,POSITION,,,,,
uc9ny0rUj,statistician,OCCUPATION,,,,,
KUOgmp3yd,constitutional democracy,GPE,,,,,
Vj6HvyB9N,expropriation of land without compensation,EVENT,,,,,
ncBlaMIpz,state capture enquiry,EVENT,,,,,
rgrfG9uET,ANC's last elective conference,EVENT,,,,,
ydIczuiXe,last elective conference,EVENT,,,,,
tGWKWPI9w,journalists,OCCUPATION,,,,,
QktBsoVWW,President Cyril Ramaphosa,ORG,,,,,
QOlgbOXfd,lead the judiciary,POSITION,,,,,
Man5GDN5C,SSA revelations at Zondo commission,EVENT,,,,,
slWo5GXKb,Ryszard Kapuscinski,PERSON,,,,,
Yh4yIOeTQ,Shah of Shahs,POSITION,,,,,
Nox4wwM13,United Workers Union of South Africa,ORG,,,,,
9cPw8pTrB,1986,DATE,,,,,
j12YOFETA,Hendrik van den Bergh,PERSON,,Q3130271,https://www.wikidata.org/entity/Q3130271,"lord of Stevensweert, and stadhouder of Spanish Upper Guelders (1573-1638)",PyWikibot
ygywZhohk,Bureau of State Security,ORG,,,,,
1ldqtaylb,National Party,ORG,,,,,
w0ALzeQbA,John Vorster,PERSON,,,,,
AxAVTEkpe,Connie Mulder,PERSON,,Q426404,https://www.wikidata.org/entity/Q426404,South African politician (1925-1988),OpenTapioca
4yHWDbn2e,Catholic Parliamentary Liaison Office,ORG,{'CPLO'},,,,
Gbd42Vfn3,Joburg Indaba,FAC,,,,,
LklNBVaC6,1994,EVENT,,,,,
8wCywy5hz,Roger Baxter,PERSON,,,,,
tnh8va0nk,Minerals Council of South Africa,ORG,,,,,
4JxLNmjZg,Mining Charter,LAW,,,,,
vANg7L6cX,Russia's president,POSITION,,,,,
d6yD02fsQ,history of corrupt and unaccountable leaders in Africa,EVENT,,,,,
dDeFYOTkr,"Gama, Wood arrests",EVENT,,,,,
SDZ32LnAn,silk,OCCUPATION,,,,,
hIYUUEVgD,Nazeer Cassim,PERSON,,,,,
lOxuHMAqO,head of the NPA,POSITION,,,,,
58AUcmMPZ,Sean 'the sheep' Abrahams,PERSON,,,,,
DcD5NNPGh,Zuma years,ORG,,,,,
ywKGZ2eDi,Mitch McConnell,PERSON,"{'Addison Mitchell McConnell, Jr.', 'Addison Mitchell McConnell III', 'Addison Mitchell McConnell Jr.'}",Q355522,https://www.wikidata.org/entity/Q355522,American politician and lawyer (born 1942),OpenTapioca
yHZp6t8c2,Republican,ORG,,,,,
z7tkI4qfQ,impeachment trial,EVENT,,,,,
TYMXMkUUa,United States Congress,GPE,"{'American Congress', 'Congress of the United States', 'US Congress', 'U.S. Congress', 'Congress', 'American legislature', 'United states legislative branch', 'Legislature of the United States'}",Q11268,https://www.wikidata.org/entity/Q11268,bicameral legislature of the United States,OpenTapioca
cqnR5RqH7,2012,EVENT,,,,,
Okf0yMWDZ,Nasrec conference,EVENT,,,,,
UaZdLeJrn,Public Enterprises Minster,POSITION,,,,,
QGD0ZLDGI,The Sopranos,EVENT,,,,,
P1PPB6pVV,James Gandolfini,PERSON,"{'James Gandolfini, Jr.', 'James John Gandolfini, Jr.', 'James Joseph Gandolfini Jr.'}",Q308722,https://www.wikidata.org/entity/Q308722,American actor (1961–2013),PyWikibot
ZPT6z1f0U,Lawrence Mrweb i,PERSON,,,,,
ZS80l6gzD,criminal justice system,PERSON,,,,,
0VtqJ12hV,investigate and stop wrongdoing,OCCUPATION,,,,,
8HHE3kkq1,"Tonto, advocate",OCCUPATION,,,,,
Onlj0eG3y,Cyril Xaba,PERSON,{'Vusumuzi Cyril Xaba'},Q106811968,https://www.wikidata.org/entity/Q106811968,South African politician,OpenTapioca
QoN59ufut,Mlambo's court,ORG,,,,,
BBoVJrYPL,adjutants,POSITION,,,,,
aHJz8zNBt,Notyeni,PERSON,,,,,
Uk71wsoay,Sisulu,PERSON,,,,,
6C21sTLDN,President of the Supreme Court of Appeal,POSITION,,,,,
HvNPKCbVx,Jacques Mallet du Pan,PERSON,,Q3159470,https://www.wikidata.org/entity/Q3159470,Genevan writer (1749-1800),OpenTapioca
U6jZ3ds2P,French revolution,OCCUPATION,,,,,
SGC5R6PmS,Hennie Strydom,PERSON,,Q16937923,https://www.wikidata.org/entity/Q16937923,South African university teacher,OpenTapioca
jXMSaQr9j,international law,OCCUPATION,,,,,
xPLnUPym8,Karpowership,ORG,,,,,
QBIOfTMjd,Turkish,GPE,,,,,
gsMoXqovh,awarding of a multimillion-rand tender,EVENT,,,,,
Jo4wDF8Re,Turkish energy company,INDUSTRY,,,,,
yWiWMlJy4,Nolwandle,PERSON,,,,,
RxnodP3BC,recalling of Jacob Zuma as state president,EVENT,,,,,
dCsgmdSYM,leaders,POSITION,,,,,
9xnQGTDnD,Zuma and company,ORG,,,,,
j3xuTpe0r,Shosogowe,GPE,,,,,
qnge1m17A,Mpumalanga provincial conference,EVENT,,,,,
DTU8LlBIj,Mandla Msisbi,PERSON,,,,,
NfIgUNLlb,Personal Protection Equipment (PPE) scandal,EVENT,,,,,
PG8S3FkmE,the country is now under some form of emergency rule,GPE,,,,,
2ZANFTSJh,apartheid years,GPE,,,,,
3hyuVaL2S,Zuma goes back to court that he turned down,EVENT,,,,,
4vtpgkxMx,state capture inquiry,OCCUPATION,,,,,
mOi9bOMQ5,law and order,OCCUPATION,,,,,
GMVcFVv6b,Eric Nzimande,PERSON,,,,,
gelw4DoKj,KwaZulu-Natal regional court president,POSITION,,,,,
Hn8cQ2pgN,Magistrates Commission,ORG,,,,,
XwHTpFlxS,deputy secretary-general of the ANC,POSITION,,,,,
9WrbnZDcX,conspiracy against it,EVENT,,,,,
RYpaTDZJK,iwe Sisulu,PERSON,,,,,
e2ODW1kY3,"minister of human settlements, water and sanitation",POSITION,,,,,
vmNv23a2A,Mbhazima Shilowa,PERSON,,Q469305,https://www.wikidata.org/entity/Q469305,South African politician,OpenTapioca
4fUWA6bBs,Premier of Gauteng,POSITION,,Q7240351,https://www.wikidata.org/wiki/Q7240351,head of government of the Gauteng province of South Africa,OpenTapioca
QAZlNQ7dZ,Covid-19,PERSON,,,,,
zgVQsDBa7,emergency procurement,EVENT,,,,,
4zu1LIUt2,Themba Masekos,PERSON,,,,,
1zFhuAfQr,Vusi,PERSON,,,,,
ckWdUBkKI,Duduzile,PERSON,,,,,
7MEBqyVNZ,Sandton Convention Centre,FAC,,,,,
THq1m5ncN,De Ruyter,PERSON,,,,,
D6gu3bKRa,Osama Bin Laden,PERSON,,,,,
DewsOfZrm,9/11 terrorist attacks,EVENT,,,,,
vsA9JYsiu,Glencore scandal,EVENT,,,,,
hj6SPKzeZ,South African Institute of Political Risk,ORG,,,,,
itu40sgwY,Ongama Mtimka,PERSON,,,,,
vcqw3LdNn,Seriti Commission,ORG,,,,,
4NAvSYIm7,maladministration,OCCUPATION,,,,,
hx2jRiDfw,SAA Technical Yakhe Kwinana,PERSON,,,,,
oCmmhjN45,Deputy Minister of State Security,POSITION,,,,,
X80N04pLK,higher education minister,POSITION,,,,,
jhFDK8sz0,ANC's national elective conference,EVENT,,,,,
EnYFWeLPG,John Heher,PERSON,,,,,
EQ6w3Fm9L,retired judge,POSITION,,,,,
FHoDnED9L,Mukovhe Morris Masutha,PERSON,,,,,
tApf022yb,Thuthukile,PERSON,,,,,
d90pQjlUB,Zuma stole students' dreams,EVENT,,,,,
2o4d8UA7M,state capture years,EVENT,,,,,
vqEHPCbDN,power crisis,EVENT,,,,,
hZX8VmFY5,energy minister,PERSON,,,,,
TJ89eqcsA,Eskom,PERSON,,,,,
0yPTUuJl3,R400-billion debt,EVENT,,,,,
g88aZcJDU,presidents of the ANC,POSITION,,,,,
51fMkGFUz,Working against South Africans,EVENT,,,,,
xiSzf3As9,ousted by the Guptas,EVENT,,,,,
7Je07ufXn,OPINION,OCCUPATION,,,,,
Ox2v5dHul,Naushina Rahim,PERSON,,,,,
ARUpoQ52q,23 January 2018,DATE,,,,,
65Mp4veHo,Executive Ethics Code,LAW,,,,,
UcNOqRxE4,state capture probe,EVENT,,,,,
ZJZg3y4Nn,Edward Kieswietter,PERSON,,,,,
CzI5Y08Ab,KwaZulu-Natal chapter,ORG,,,,,
DZGMYT7qF,Mamisa Chabula,PERSON,,,,,
KCxOTFgCW,Govan,PERSON,,,,,
FsMSOtRSv,correctional services director-general,POSITION,,,,,
fzZ62bjy4,public knowledge,INDUSTRY,,,,,
6jNivLfG4,University of the Western Cape,ORG,"{'uwc.ac.za', 'UWK', 'UWC', 'University of Western Cape', 'Universiteit van Wes-Kaapland'}",Q475700,https://www.wikidata.org/entity/Q475700,university in South Africa,OpenTapioca
YROo8zJ1b,Centre for Humanities Research,ORG,,,,,
CBh2suQIO,food security,INDUSTRY,,,,,
fp2A5fNNa,Mathews Phosa,PERSON,{'Nakedi Mathews Phosa'},Q1908415,https://www.wikidata.org/entity/Q1908415,South African politician,OpenTapioca
VpRMcZ7PE,WRSA,ORG,,,,,
pIT0uUmVx,journalism,INDUSTRY,,,,,
KKElxqUOG,KwaZulu-,PERSON,,,,,
wXXketDzA,Wenzeni uZuma,PERSON,,,,,
qJIJCEQ3I,leadership contest,EVENT,,,,,
snjNNGHZd,Zwelinzima Vavi,PERSON,,Q8075653,https://www.wikidata.org/entity/Q8075653,South African trade unionist,OpenTapioca
JZ2XSEsh6,"ANC, South Africa",ORG,,,,,
vFqFrYMBI,editor for investigations,POSITION,,,,,
rDrNRUvZp,Cyril Rampahosa,PERSON,,,,,
ehEulWX7h,Zuma-Gupta,FAMILY,,,,,
ei4kT44cJ,Thuma Foundation,ORG,,,,,
RZxix9QUK,Stellenbosch University,ORG,"{'SU', 'Universiteit van Stellenbosch', 'Maties', 'University of Stellenbosch'}",Q1066492,https://www.wikidata.org/entity/Q1066492,"public research university in Stellenbosch, Western Cape, South Africa",OpenTapioca
5gv9jQfQj,crisis in KwaZulu-Natal,EVENT,,,,,
vhXzdAmeC,Nkosazana Zuma,PERSON,,,,,
ClJtFLPJG,Nkandla fire pool,EVENT,,,,,
fQjIuNpBn,Zuma's rape trial,EVENT,,,,,
iMNu8jPUd,Saxonwold Shebeen,GPE,,,,,
8JFWWGWXZ,Saxonwold Shebeen,ORG,,,,,
SF0EIMqcZ,Sisi Kampepe,PERSON,,,,,
4kG5VR11W,Spear of the Nation,AWARD,,,,,
zgky84tW4,Charlotte Maxeke,PERSON,"{'Charlotte Manye', 'Charlotte Makhomo Manye'}",Q5086065,https://www.wikidata.org/entity/Q5086065,South African activist,OpenTapioca
sWK0n3hii,Helen Joseph,PERSON,,,,,
zOJ79IZLm,ruinous presidency,GPE,,,,,
p07coedoT,Cabinet ministers,ORG,,,,,
elcKzCBw0,Constitutional Court,GPE,,,,,
M8J0OcP91,party's president in December,EVENT,,,,,
qpyPb6MWR,invasion of Ukraine,EVENT,,,,,
Hj34Q3H63,top judicial job,POSITION,,,,,
QK2qZpNQr,top judicial job,PERSON,,,,,
FQxLhdeVN,President of the Western Cape division of the High Court,POSITION,,,,,
sIbDU0KXK,minister of SOEs,POSITION,,,,,
KrXeBU1IW,elective conference,EVENT,,,,,
aSGh7cDB3,faction,ORG,,,,,
vZqKM6YY6,judicial commission into state capture,EVENT,,,,,
ZbUQyr97C,criminal charge,EVENT,,,,,
E3yn5ELP1,convicted,EVENT,,,,,
0EqOLckmY,complaints,EVENT,,,,,
5jS1PLyY6,2024,DATE,,,,,
nauM0aDNT,SOEs,INDUSTRY,,,,,
wfl9LmlJr,DG of Treasury,POSITION,,,,,
ehkec4LhQ,Mavuso,PERSON,,,,,
wUGblGgXE,premier of Gauteng and,POSITION,,,,,
PPZaWlRl9,el Pais,ORG,,,,,
AnFXRO5E5,Spain,GPE,"{'Kingdom of Spain', 'ES', '🇪🇸', 'ESP'}",Q29,https://www.wikidata.org/entity/Q29,country in southwestern Europe and northwestern Africa,PyWikibot
Uc9uZlcg1,Mandy,PERSON,,,,,
rL3J5mcHz,Midday Report,PUBLICATION,,,,,
TH5Om1bUY,702,ORG,,,,,
Pz9jax7Jr,52nd conference in Polokwane,EVENT,,,,,
cYSqV67BE,Desiree Ellis,PERSON,,Q17518800,https://www.wikidata.org/entity/Q17518800,South Africa footballer,OpenTapioca
bud0qzVQa,South Africa women's national association football team,ORG,"{""Women's national soccer of South Africa"", ""South Africa women's national association football"", 'Banyana Banyana', ""Women's national football of South Africa"", ""South African women's national football"", ""South Africa women's football team"", ""South Africa women's football"", ""South African women's national association football"", ""Women's soccer team of South Africa"", ""South African women's soccer team"", ""South African women's national soccer"", ""South African women's football"", ""South Africa women's national soccer"", ""South African women's football team"", ""Women's national association football of South Africa"", ""South Africa women's national football team"", ""South African women's national association football team"", ""Women's national soccer team of South Africa"", ""Women's soccer of South Africa"", ""South African women's national football team"", ""South African women's association football team"", ""South Africa women's national soccer team"", ""South African women's soccer"", ""South Africa women's association football team"", ""South Africa women's soccer"", ""South Africa women's soccer team"", ""South African women's national soccer team"", ""Women's football team of South Africa"", ""South Africa women's association football"", ""Women's national association football team of South Africa"", ""Women's national football team of South Africa""}",Q1197887,https://www.wikidata.org/entity/Q1197887,women's national association football team representing South Africa,OpenTapioca
IpcQdmdTS,assault of Berning Ntlemeza,EVENT,,,,,
ISBuvwBG5,a deliberate campaign to eviscerate it,EVENT,,,,,
4SXhWn9mi,Operation Bad Guys,EVENT,,,,,
AHQMHE6l8,Thuma Mina,PERSON,,,,,
7meZWRCpB,Scorpion,ORG,,,,,
tm0Xh7tE5,Sindiswa Gomba,PERSON,{'Sindiswa Griselda Gomba'},Q92225155,https://www.wikidata.org/entity/Q92225155,South African politician,OpenTapioca
w9fXnUv4K,Sindiswa,ORG,,,,,
osXivNnI4,personal protective equipment,PRODUCT,,,,,
lVdq6oygP,lelo Mkhabela,PERSON,,,,,
pGJTECUDy,Anton du Plessis,PERSON,,Q57892886,https://www.wikidata.org/entity/Q57892886,"researcher, ORCID id # 0000-0002-4370-8661",PyWikibot
UXNHRGrq6,medical practitioner,OCCUPATION,,,,,
rPhUie4NW,Bandile Edgar Wallace Masuku,PERSON,{'Bandile Masuku'},Q89427164,https://www.wikidata.org/entity/Q89427164,South African politician,OpenTapioca
CfST6aydW,ANC internal disciplinary hearing,EVENT,,,,,
weGi8Iexw,elective conference later this year,EVENT,,,,,
gjmoUT5ig,anti-Zuma,ORG,,,,,
zvasSzgdl,SA Institute of Chartered Accountants,ORG,,,,,
BykNmWPNb,auditing industry,INDUSTRY,,,,,
nPQYlVXV4,Saica,PERSON,,,,,
RwScCBmls,auditing,OCCUPATION,,,,,
hxS98U9Wf,Frédéric Bastiat,PERSON,{'Claude Frédéric Bastiat'},Q13515,https://www.wikidata.org/entity/Q13515,"French classical liberal theorist, political economist, and member of the French assembly (1801-1850)",OpenTapioca
LnRXDeLmh,economist,OCCUPATION,,,,,
IhlWQpZiQ,Modiri Molema,GPE,,,,,
aTachpkou,Saica,GPE,,,,,
gsYvbpe5T,Dissing Thuli Madonsela,EVENT,,,,,
GCg1p3ItT,insurrectionist movement,ORG,,,,,
wWPXcmiNg,Z,ORG,,,,,
Zl05cldT6,Adrian Gore,PERSON,{'Brigadier Adrian Clements Gore'},Q4685055,https://www.wikidata.org/entity/Q4685055,English cricketer (1900-1990),PyWikibot
L1omVcjIg,Discovery,ORG,,,,,
qFnWZlqc2,National Party,PERSON,,,,,
ZpmNQyl8d,multibillion-rand looting,EVENT,,,,,
Tk1wrFHuB,president's commission appearance,EVENT,,,,,
ng7IAhhYn,leadership of the ANC,POSITION,,,,,
ZkGcTdTFg,African News Agency,PERSON,,,,,
TsffR3NRO,deputy minister of correctional services,POSITION,,,,,
rkRPRaqMu,populist,ORG,,,,,
2nm4zqvwt,lost control,EVENT,,,,,
8jZ3OfmJv,Zuma's defiance,EVENT,,,,,
X0iScn23z,notorious arms deal,EVENT,,,,,
Pm8FRAoXZ,Bosasa state capture matter,EVENT,,,,,
egErbv4Do,party chairman,POSITION,,,,,
F26dJxsWQ,bribery,OCCUPATION,,,,,
jW8dIOqV3,constitutional order,OCCUPATION,,,,,
J5XupvOEr,three years ago,ORG,,,,,
cOpRftagZ,Zondo’s recusal,EVENT,,,,,
wY5Es0No9,public power,OCCUPATION,,,,,
LpTFHUyvU,Norton Rose Fullbright,ORG,,,,,
AyhZQilvI,Francis Fukuyama,PERSON,"{'Francis Yoshihiro Fukuyama', 'Fukuyama', 'Yoshihiro Francis Fukuyama'}",Q186123,https://www.wikidata.org/entity/Q186123,"American political scientist, political economist, and author",OpenTapioca
HF4ifKBf7,political scientist,OCCUPATION,,,,,
wA2Bxa63s,aircraft maintenance,INDUSTRY,,,,,
rFIBFTgak,aircraft maintenance division,ORG,,,,,
smnseqgmQ,Siya Khumalo,PERSON,,,,,
mBMNs2J3T,Mantashe's def,PERSON,,,,,
FDyxu5gGr,Nkosazana D,PERSON,,,,,
RSc3k3f4L,d,ORG,,,,,
0PgKAJ4UF,Democratic Party,ORG,"{'the Democrats', 'Democrat', 'U.S. Democratic Party', 'Democratic Party (United States)', 'United States Democratic Party', 'Dems', 'Democratic Party of the United States', 'Democrats', 'US Democratic Party'}",Q29552,https://www.wikidata.org/entity/Q29552,American political party,PyWikibot
278c6t216,Kh,PERSON,,,,,
qWCdXmgQS,1998,DATE,,,,,
IkGibmOBk,Benjamin Franklin,PERSON,"{'The First American', 'Franklin', 'Poor Richard', 'Silence Dogood', 'Ben Franklin'}",Q34969,https://www.wikidata.org/entity/Q34969,"American author, printer, political theorist, politician, postmaster, scientist, inventor, civic activist, statesman, diplomat, Founding Father (1706-1790)",PyWikibot
uh1OWC5bd,American,GPE,,,,,
oupAJCu7u,locomotives,PRODUCT,,,,,
MKgtVDiea,Transnet locomotives,PERSON,,,,,
hhpojZXxT,ANC's leader,POSITION,,,,,
BhDPLGMqy,Raymond Mnyamezeli Mlungisi Zondo,PERSON,,,,,
UcqMJdabU,Judge Farlam,PERSON,,,,,
bZopKDlf3,Zephania Mothopeng,PERSON,{'Zephania Lekoame Mothopeng'},Q8069284,https://www.wikidata.org/entity/Q8069284,South African activist,OpenTapioca
vJBXOQMrI,weekend-special minister of finance,POSITION,,,,,
51YUgqDJI,Tinyiko Maluleke,PERSON,,Q78222841,https://www.wikidata.org/entity/Q78222841,,OpenTapioca
mg4xX4p0j,17 October 2016,DATE,,,,,
ycTU7ACWl,Public Protector's Office,POSITION,,,,,
OX9TeQQpX,Zuma’s war,EVENT,,,,,
gSgLUDQYG,Polokwane conference,EVENT,,,,,
VsN5sM8mn,Nkandla,FAC,,,,,
1ydSktShm,party’s leadership contest,EVENT,,,,,
1wq6RUc4w,temporary coalition to remove Zuma,EVENT,,,,,
jSYC3H2Th,Max du Preez,PERSON,,Q6795421,https://www.wikidata.org/entity/Q6795421,South African writer,OpenTapioca
P2Fei3RH4,national general council,EVENT,,,,,
bqmd6ePxP,Thabo Nxumalo,PERSON,,,,,
aSa2DOZ8h,apparel,PRODUCT,,,,,
XOJCwcNbI,HTK Sartoriale,ORG,,,,,
dRVzokIz9,suits,PRODUCT,,,,,
QsnH9nGkF,Magnitsky Act,LAW,,,,,
QOLp55MhZ,protracted corruption trial,EVENT,,,,,
5D3Ty8wpM,DA spokesperson on justice,POSITION,,,,,
0hKi2aHks,Dipuo Peters,PERSON,{'Elizabeth Dipuo Peters'},Q5280133,https://www.wikidata.org/entity/Q5280133,South African politician,OpenTapioca
jcR1reLN4,Wright brothers,ORG,{'Orville and Wilbur Wright'},Q35820,https://www.wikidata.org/entity/Q35820,American aviation pioneers,PyWikibot
ZdTuiGTBn,aeroplane,PRODUCT,,,,,
W7ERkcY0h,Fireblade deal,EVENT,,,,,
QVJ8Wsp8S,Nicky Oppenheimer,PERSON,"{'Nicholas Frank Oppenheimer', 'Nicholas F. Oppenheimer'}",Q1340936,https://www.wikidata.org/entity/Q1340936,South African businessman,OpenTapioca
iw50lX1mF,Lukhona Mnguni,PERSON,,,,,
25hitjPRQ,enterprises minister,POSITION,,,,,
tqaifnGHP,a series of allegations against him,EVENT,,,,,
Vlc0r0mps,Minister of Women,POSITION,,,,,
tEjgPytOL,KwaZ,GPE,,,,,
JgBRx96Rw,Muziwethu Nxumalo,PERSON,,,,,
ZEwDlQ42o,Lynne Marshall,PERSON,,,,,
kv5M3JU5I,GautengTo,GPE,,,,,
0E6vjZiMZ,Archbishop Emeritus,POSITION,,,,,
B1jHQMY3k,First they came for the judges,EVENT,,,,,
vs81gZGPR,Treatment Action Campaign,ORG,{'TAC'},Q1325701,https://www.wikidata.org/entity/Q1325701,South African HIV/AIDS activist organization,OpenTapioca
cxz8GzK5t,antiretroviral drugs,OCCUPATION,,,,,
T82yS71QB,Martin Niemöller,PERSON,{'Friedrich Gustav Emil Martin Niemöller'},Q153839,https://www.wikidata.org/entity/Q153839,German theologian,PyWikibot
yJVKphZbw,anti-Nazi,OCCUPATION,,,,,
ObiXZrrTp,ZondoCommission,EVENT,,,,,
sELsCd8V8,Fikile Thabethe?-Siya Khumalo,PERSON,,,,,
8tXEkvte8,Vusiyile Kona,PERSON,,,,,
m5qCUnWpN,Gupta patronage network,ORG,,,,,
LCSOvbHEK,M-Net,ORG,,,,,
q8hl7Kxii,Bernie Taupin,PERSON,"{'00042309705 IPI', '00042309803 IPI', 'Bernard John Taupin', 'Carte Blanche'}",Q353788,https://www.wikidata.org/entity/Q353788,British songwriter,PyWikibot
GE5uG9bBA,Public Enterprises,INDUSTRY,,,,,
BRcixKI7L,AfriForum,ORG,,,,,
UiqWP8mre,Republic of Sanjay and Atul,GPE,,,,,
ykqDRlk5j,ANC govt,PERSON,,,,,
rse9Q8Ig2,went to court in June,EVENT,,,,,
MWrUFjiv9,Public Services and Administration Minister,POSITION,,,,,
PONuqWGdQ,National Framework towards the Professionalisation of the Public Sector,LAW,,,,,
kazUuJEU3,unconstitutional,OCCUPATION,,,,,
NbgHs9XaI,Bill of Rights,LAW,,,,,
QabmS57ZR,Julius Malena,PERSON,,,,,
Tz4gAuDXi,ANC Alliance,ORG,,,,,
HhxFgm0cC,state's prosecutor,POSITION,,,,,
B18g8otrt,arms deal corruption allegations,EVENT,,,,,
bilyp4Yar,state-owned enterprises,INDUSTRY,,,,,
Y0X3imNHu,arms deal trial,EVENT,,,,,
3VjZY40Yo,his arms deal trial,EVENT,,,,,
De4kzi4Sx,leadership battles,EVENT,,,,,
bTrKG438Z,Ramaphoria,PERSON,,,,,
